lemma,pos,verdict,nT,nF,n_syn,n_clusters,lexfiles
split,N,POLYSEME_CAND,0,3,11,1,noun.act|noun.artifact|noun.food|noun.location|noun.object|noun.possession|noun.quantity
principle,N,POLYSEME_CAND,3,0,6,1,noun.cognition|noun.communication
mine,N,POLYSEME_CAND,3,0,2,1,noun.artifact
unionize,V,POLYSEME_CAND,3,0,2,2,verb.social
silence,N,POLYSEME_CAND,2,1,4,1,noun.attribute|noun.state
slip,N,POLYSEME_CAND,2,1,15,1,noun.act|noun.artifact|noun.attribute|noun.event|noun.location|noun.person|noun.plant|noun.substance
refine,V,POLYSEME_CAND,3,0,6,5,verb.change
variant,N,POLYSEME_CAND,3,0,4,1,noun.cognition|noun.event|noun.group
tone,N,POLYSEME_CAND,2,1,10,1,noun.attribute|noun.cognition|noun.communication|noun.state
fair,N,POLYSEME_CAND,3,0,4,1,noun.act|noun.group
cold,N,POLYSEME_CAND,3,0,3,1,noun.attribute|noun.cognition|noun.state
stabilization,N,POLYSEME_CAND,3,0,2,1,noun.act
strength,N,POLYSEME_CAND,1,2,9,1,noun.attribute|noun.state
color,N,POLYSEME_CAND,0,3,8,1,noun.attribute|noun.cognition|noun.group|noun.substance
quarter,N,POLYSEME_CAND,1,2,14,1,noun.act|noun.artifact|noun.location|noun.person|noun.possession|noun.quantity|noun.relation|noun.time
bankruptcy,N,POLYSEME_CAND,3,0,3,1,noun.act|noun.state
word,N,POLYSEME_CAND,3,0,10,1,noun.communication|noun.person|noun.quantity
rank,N,POLYSEME_CAND,2,1,5,1,noun.group|noun.state
education,N,POLYSEME_CAND,2,1,6,1,noun.act|noun.attribute|noun.cognition|noun.group
shtik,N,POLYSEME_CAND,0,3,4,1,noun.act|noun.quantity
claim,N,POLYSEME_CAND,1,2,6,1,noun.act|noun.attribute|noun.communication
ease,N,POLYSEME_CAND,1,2,5,1,noun.act|noun.attribute|noun.state
acquisition,N,POLYSEME_CAND,2,1,4,1,noun.act|noun.cognition|noun.possession
base,N,POLYSEME_CAND,0,3,20,1,noun.artifact|noun.cognition|noun.communication|noun.group|noun.location|noun.object|noun.quantity|noun.relation|noun.shape|noun.substance
melt,V,POLYSEME_CAND,3,0,6,3,verb.change
progress,N,POLYSEME_CAND,2,1,3,1,noun.act|noun.event
hour,N,POLYSEME_CAND,2,1,4,1,noun.attribute|noun.time
consult,V,POLYSEME_CAND,3,0,4,2,verb.communication
fun,N,POLYSEME_CAND,2,1,4,1,noun.act|noun.attribute|noun.communication
fish,N,POLYSEME_CAND,3,0,4,1,noun.animal|noun.food|noun.location|noun.person
waste,N,POLYSEME_CAND,1,2,5,1,noun.act|noun.attribute|noun.location|noun.substance
submission,N,POLYSEME_CAND,2,1,7,1,noun.act|noun.communication|noun.feeling|noun.state
richness,N,POLYSEME_CAND,0,3,7,1,noun.attribute|noun.state
neck,N,POLYSEME_CAND,2,1,5,1,noun.artifact|noun.body|noun.food|noun.object
inclination,N,POLYSEME_CAND,0,3,8,1,noun.act|noun.attribute|noun.cognition|noun.feeling|noun.shape
agency,N,POLYSEME_CAND,0,3,5,1,noun.act|noun.group|noun.state
function,N,POLYSEME_CAND,1,2,7,1,noun.act|noun.attribute|noun.communication|noun.event|noun.group|noun.relation
blip,N,POLYSEME_CAND,2,0,2,1,noun.communication|noun.event
absence,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.state|noun.time
material,N,POLYSEME_CAND,1,1,5,1,noun.artifact|noun.communication|noun.person|noun.substance
integrity,N,POLYSEME_CAND,1,1,2,1,noun.attribute|noun.state
polish,V,POLYSEME_CAND,1,1,3,1,verb.change|verb.contact
glimpse,N,POLYSEME_CAND,0,2,3,1,noun.act|noun.cognition|noun.communication
inwardness,N,POLYSEME_CAND,1,1,4,1,noun.attribute|noun.cognition
mixture,N,POLYSEME_CAND,0,2,5,1,noun.act|noun.event|noun.food|noun.group|noun.substance
emission,N,POLYSEME_CAND,1,1,5,1,noun.act|noun.event|noun.process|noun.substance
child,N,POLYSEME_CAND,2,0,4,1,noun.person
difficulty,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.attribute|noun.cognition|noun.state
fix,N,POLYSEME_CAND,2,0,5,1,noun.act|noun.state
dip,N,POLYSEME_CAND,0,2,9,1,noun.act|noun.artifact|noun.attribute|noun.event|noun.food|noun.person|noun.shape
transform,V,POLYSEME_CAND,2,0,7,7,verb.change
procession,N,POLYSEME_CAND,2,0,3,1,noun.act|noun.event
folk,N,POLYSEME_CAND,2,0,4,1,noun.communication|noun.group
arrangement,N,POLYSEME_CAND,0,2,6,1,noun.act|noun.attribute|noun.cognition|noun.communication|noun.group
pocket,N,POLYSEME_CAND,0,2,9,1,noun.artifact|noun.body|noun.group|noun.phenomenon|noun.possession|noun.shape
vermin,N,POLYSEME_CAND,1,1,2,1,noun.animal|noun.person
cost,N,POLYSEME_CAND,1,1,3,1,noun.attribute|noun.possession
liver,N,POLYSEME_CAND,1,1,4,1,noun.body|noun.food|noun.person
behalf,N,POLYSEME_CAND,2,0,2,1,noun.act|noun.attribute
conclusion,N,POLYSEME_CAND,1,1,9,1,noun.act|noun.cognition|noun.communication|noun.event|noun.time
howl,N,POLYSEME_CAND,1,1,3,1,noun.communication|noun.event
travel,N,POLYSEME_CAND,2,0,3,1,noun.act|noun.event
scrap,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.artifact|noun.object|noun.substance
flux,N,POLYSEME_CAND,0,2,8,1,noun.act|noun.attribute|noun.event|noun.phenomenon|noun.state|noun.substance|noun.time
finance,V,POLYSEME_CAND,2,0,2,2,verb.possession
refill,N,POLYSEME_CAND,2,0,2,1,noun.artifact
sight,N,POLYSEME_CAND,1,1,7,1,noun.act|noun.cognition|noun.communication|noun.quantity
distress,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.feeling|noun.state
news,N,POLYSEME_CAND,2,0,5,1,noun.attribute|noun.communication
tear,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.body|noun.object
hum,N,POLYSEME_CAND,1,1,3,1,noun.event|noun.group|noun.state
wash,N,POLYSEME_CAND,1,1,8,1,noun.act|noun.artifact|noun.object|noun.phenomenon|noun.process
letter,N,POLYSEME_CAND,0,2,5,1,noun.communication|noun.person
attitude,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.attribute|noun.cognition|noun.relation
gap,N,POLYSEME_CAND,0,2,6,1,noun.act|noun.artifact|noun.attribute|noun.communication|noun.object
fear,V,POLYSEME_CAND,2,0,5,5,verb.emotion
damage,N,POLYSEME_CAND,1,1,5,1,noun.act|noun.event|noun.possession
command,N,POLYSEME_CAND,1,1,7,1,noun.attribute|noun.cognition|noun.communication|noun.group|noun.state
dresser,N,POLYSEME_CAND,2,0,5,1,noun.artifact|noun.person
subscription,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.communication|noun.possession
nomination,N,POLYSEME_CAND,1,1,3,1,noun.act|noun.communication|noun.state
preparation,N,POLYSEME_CAND,0,2,8,1,noun.act|noun.cognition|noun.communication|noun.state|noun.substance
pursuit,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.cognition
society,N,POLYSEME_CAND,1,1,4,1,noun.group|noun.state
kid,N,POLYSEME_CAND,1,1,5,1,noun.animal|noun.person|noun.substance
commission,N,POLYSEME_CAND,2,0,9,1,noun.act|noun.communication|noun.group|noun.possession|noun.state
limitation,N,POLYSEME_CAND,1,1,5,1,noun.act|noun.attribute|noun.cognition|noun.quantity|noun.time
rate,N,POLYSEME_CAND,1,1,4,1,noun.attribute|noun.possession|noun.relation|noun.time
concern,N,POLYSEME_CAND,1,1,5,1,noun.cognition|noun.feeling|noun.group
store,V,POLYSEME_CAND,2,0,2,1,verb.possession
satellite,N,POLYSEME_CAND,1,1,3,1,noun.artifact|noun.object|noun.person
monopoly,N,POLYSEME_CAND,2,0,3,1,noun.act|noun.state
sake,N,POLYSEME_CAND,1,1,3,1,noun.attribute|noun.cognition|noun.food
smoke,N,POLYSEME_CAND,1,1,8,1,noun.act|noun.artifact|noun.attribute|noun.communication|noun.phenomenon|noun.process
shortness,N,POLYSEME_CAND,2,0,6,1,noun.attribute|noun.state
visibility,N,POLYSEME_CAND,1,1,3,1,noun.attribute|noun.state
attendance,N,POLYSEME_CAND,0,2,3,1,noun.act|noun.group|noun.time
lesson,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.communication
cuddle,V,POLYSEME_CAND,2,0,2,2,verb.contact
example,N,POLYSEME_CAND,1,1,6,1,noun.act|noun.cognition|noun.communication|noun.event
texture,N,POLYSEME_CAND,2,0,5,1,noun.attribute|noun.cognition
haul,V,POLYSEME_CAND,2,0,2,2,verb.contact
people,N,POLYSEME_CAND,2,0,4,1,noun.group
role,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.attribute|noun.cognition
satisfaction,N,POLYSEME_CAND,0,2,5,1,noun.act|noun.feeling|noun.possession|noun.state
par,N,POLYSEME_CAND,1,1,2,1,noun.quantity|noun.state
worry,N,POLYSEME_CAND,2,0,2,1,noun.cognition|noun.feeling
explosion,N,POLYSEME_CAND,0,2,7,1,noun.act|noun.communication|noun.event
profession,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.communication|noun.group
outwardness,N,POLYSEME_CAND,1,1,3,1,noun.attribute|noun.cognition
past,N,POLYSEME_CAND,1,1,3,1,noun.communication|noun.time
peace,N,POLYSEME_CAND,0,2,5,1,noun.communication|noun.feeling|noun.state
knot,N,POLYSEME_CAND,0,2,7,1,noun.animal|noun.artifact|noun.attribute|noun.group|noun.quantity|noun.shape|noun.substance
sleep,N,POLYSEME_CAND,1,1,4,1,noun.state|noun.time
invasion,N,POLYSEME_CAND,2,0,3,1,noun.act|noun.event
mark,N,POLYSEME_CAND,1,1,15,1,noun.act|noun.attribute|noun.cognition|noun.communication|noun.person|noun.quantity
chemistry,N,POLYSEME_CAND,1,1,3,1,noun.cognition|noun.relation|noun.substance
month,N,POLYSEME_CAND,2,0,2,1,noun.time
heartbeat,N,POLYSEME_CAND,2,0,3,1,noun.attribute|noun.event|noun.time
wish,N,POLYSEME_CAND,1,1,4,1,noun.cognition|noun.communication|noun.feeling
breed,N,POLYSEME_CAND,1,1,2,1,noun.cognition|noun.group
draw,N,POLYSEME_CAND,2,0,9,1,noun.act|noun.artifact|noun.event|noun.object|noun.person
deliberation,N,POLYSEME_CAND,0,2,5,1,noun.attribute|noun.cognition|noun.communication
vision,N,POLYSEME_CAND,0,2,5,1,noun.cognition|noun.event
care,N,POLYSEME_CAND,0,2,6,1,noun.act|noun.cognition|noun.feeling
mate,N,POLYSEME_CAND,1,1,10,1,noun.act|noun.artifact|noun.food|noun.person|noun.plant|noun.quantity
relief,N,POLYSEME_CAND,0,2,11,1,noun.act|noun.artifact|noun.event|noun.feeling|noun.person|noun.possession|noun.state|noun.time
writing,N,POLYSEME_CAND,1,1,5,1,noun.act|noun.communication
allowance,N,POLYSEME_CAND,1,1,6,1,noun.act|noun.attribute|noun.possession
gesture,N,POLYSEME_CAND,2,0,3,1,noun.act|noun.communication
minute,N,POLYSEME_CAND,2,0,6,1,noun.attribute|noun.communication|noun.quantity|noun.time
club,N,POLYSEME_CAND,1,1,7,1,noun.artifact|noun.group
navel,N,POLYSEME_CAND,2,0,2,1,noun.body|noun.location
impulse,N,POLYSEME_CAND,0,2,6,1,noun.act|noun.attribute|noun.event|noun.feeling|noun.motive
plus,N,POLYSEME_CAND,1,1,2,1,noun.act|noun.attribute
ingenuity,N,POLYSEME_CAND,1,1,2,1,noun.attribute|noun.cognition
immunity,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.attribute|noun.state
despair,N,POLYSEME_CAND,1,1,2,1,noun.feeling|noun.state
cry,N,POLYSEME_CAND,1,1,5,1,noun.communication|noun.event
value,N,POLYSEME_CAND,0,2,6,1,noun.attribute|noun.cognition|noun.possession|noun.time
slave,N,POLYSEME_CAND,2,0,3,1,noun.person
symbol,N,POLYSEME_CAND,1,1,2,1,noun.cognition|noun.communication
pig,N,POLYSEME_CAND,1,1,6,1,noun.animal|noun.artifact|noun.person
manner,N,POLYSEME_CAND,0,2,3,1,noun.attribute|noun.cognition
appeal,N,POLYSEME_CAND,1,1,4,1,noun.act|noun.attribute|noun.communication
salvation,N,POLYSEME_CAND,2,0,4,1,noun.act|noun.state
organization,N,POLYSEME_CAND,0,2,7,1,noun.act|noun.attribute|noun.cognition|noun.group
program,N,POLYSEME_CAND,0,2,8,1,noun.act|noun.cognition|noun.communication
extent,N,POLYSEME_CAND,1,1,2,1,noun.attribute|noun.state
half,N,POLYSEME_CAND,2,0,2,1,noun.quantity|noun.time
endorsement,N,POLYSEME_CAND,1,1,5,1,noun.act|noun.communication
holder,N,POLYSEME_CAND,1,1,3,1,noun.artifact|noun.person
presidency,N,POLYSEME_CAND,2,0,2,1,noun.act|noun.time
superlative,N,POLYSEME_CAND,2,0,3,1,noun.communication|noun.state
despite,N,POLYSEME_CAND,0,1,2,1,noun.act|noun.feeling
buff,N,POLYSEME_CAND,1,0,5,1,noun.artifact|noun.attribute|noun.body|noun.person|noun.substance
cot,N,POLYSEME_CAND,1,0,3,1,noun.artifact
interception,N,POLYSEME_CAND,1,0,2,1,noun.act
collision,N,POLYSEME_CAND,1,0,3,1,noun.communication|noun.event
realization,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.cognition|noun.communication
spread,N,POLYSEME_CAND,0,1,10,1,noun.act|noun.artifact|noun.attribute|noun.communication|noun.event|noun.food
invitation,N,POLYSEME_CAND,0,1,2,1,noun.attribute|noun.communication
tomorrow,N,POLYSEME_CAND,1,0,2,1,noun.time
master,N,POLYSEME_CAND,1,0,10,1,noun.artifact|noun.person
frequency,N,POLYSEME_CAND,1,0,3,1,noun.quantity|noun.relation|noun.time
tumult,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.feeling|noun.state
paste,V,POLYSEME_CAND,1,0,3,3,verb.contact
priority,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.state
spell,N,POLYSEME_CAND,1,0,4,1,noun.communication|noun.state|noun.time
rhythm,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.attribute|noun.communication|noun.time
significance,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.cognition|noun.communication
licking,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.event
indication,N,POLYSEME_CAND,1,0,5,1,noun.cognition|noun.communication
encounter,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.communication|noun.event
litany,N,POLYSEME_CAND,1,0,2,1,noun.communication
condition,N,POLYSEME_CAND,1,0,8,1,noun.cognition|noun.communication|noun.state
platoon,N,POLYSEME_CAND,1,0,3,1,noun.group
variety,N,POLYSEME_CAND,0,1,6,1,noun.attribute|noun.cognition|noun.communication|noun.group
meaning,N,POLYSEME_CAND,1,0,2,1,noun.cognition|noun.communication
costume,N,POLYSEME_CAND,1,0,4,1,noun.artifact
newspaper,N,POLYSEME_CAND,0,1,4,1,noun.artifact|noun.communication|noun.group|noun.substance
thought,N,POLYSEME_CAND,1,0,4,1,noun.cognition
hunger,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.state
metric,N,POLYSEME_CAND,1,0,3,1,noun.quantity|noun.relation
imbalance,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.state
advance,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.communication|noun.event|noun.possession
carnival,N,POLYSEME_CAND,1,0,3,1,noun.act
collector,N,POLYSEME_CAND,1,0,4,1,noun.artifact|noun.object|noun.person
detail,N,POLYSEME_CAND,0,1,5,1,noun.cognition|noun.communication|noun.group|noun.relation
engagement,N,POLYSEME_CAND,0,1,7,1,noun.act|noun.communication|noun.event|noun.group
contraction,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.communication|noun.event
implication,N,POLYSEME_CAND,0,1,5,1,noun.cognition|noun.communication|noun.relation
convention,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.attribute|noun.cognition|noun.communication|noun.group
wildness,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.feeling
lady,N,POLYSEME_CAND,1,0,3,1,noun.person
bestow,V,POLYSEME_CAND,1,0,3,2,verb.possession
due,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.possession
rub,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.cognition
evil,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute
trump,N,POLYSEME_CAND,1,0,3,1,noun.artifact
crunch,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.event|noun.state
shoulder,N,POLYSEME_CAND,1,0,5,1,noun.artifact|noun.body|noun.food
disband,V,POLYSEME_CAND,1,0,2,2,verb.motion
plagiarism,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.communication
lyric,N,POLYSEME_CAND,1,0,2,1,noun.communication
speck,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.quantity|noun.substance
patter,N,POLYSEME_CAND,1,0,2,1,noun.communication|noun.event
pressurize,V,POLYSEME_CAND,1,0,3,3,verb.change
rebellion,N,POLYSEME_CAND,1,0,2,1,noun.act
diversification,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.state
make,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.cognition
rap,N,POLYSEME_CAND,1,0,6,1,noun.act|noun.communication|noun.event
miasma,N,POLYSEME_CAND,1,0,2,1,noun.state
concatenation,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.group|noun.relation|noun.state
deference,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.attribute
hall,N,POLYSEME_CAND,1,0,13,1,noun.artifact|noun.person
transcript,N,POLYSEME_CAND,1,0,2,1,noun.communication
tautology,N,POLYSEME_CAND,1,0,2,1,noun.communication
fanny,N,POLYSEME_CAND,1,0,2,1,noun.body
deficit,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.possession|noun.quantity|noun.state
iota,N,POLYSEME_CAND,1,0,2,1,noun.communication|noun.quantity
shatter,V,POLYSEME_CAND,1,0,3,3,verb.change
grocery,N,POLYSEME_CAND,1,0,2,1,noun.artifact
talk,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.communication
reversal,N,POLYSEME_CAND,0,1,8,1,noun.act|noun.cognition|noun.event
wilderness,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.location|noun.object|noun.state
today,N,POLYSEME_CAND,1,0,2,1,noun.time
dick,N,POLYSEME_CAND,1,0,2,1,noun.body|noun.person
official,N,POLYSEME_CAND,1,0,2,1,noun.person
spray,V,POLYSEME_CAND,1,0,3,2,verb.contact
division,N,POLYSEME_CAND,0,1,12,1,noun.act|noun.cognition|noun.communication|noun.group
quota,N,POLYSEME_CAND,0,1,3,1,noun.communication|noun.possession|noun.quantity
tape,N,POLYSEME_CAND,1,0,5,1,noun.artifact|noun.location
slit,V,POLYSEME_CAND,1,0,2,1,verb.contact
queen,N,POLYSEME_CAND,1,0,10,1,noun.animal|noun.artifact|noun.person
congregation,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.group
butt,N,POLYSEME_CAND,1,0,9,1,noun.artifact|noun.body|noun.person|noun.plant
profile,N,POLYSEME_CAND,1,0,5,1,noun.communication|noun.location|noun.state
present,N,POLYSEME_CAND,1,0,3,1,noun.communication|noun.possession|noun.time
baron,N,POLYSEME_CAND,1,0,3,1,noun.person
calendar,N,POLYSEME_CAND,1,0,3,1,noun.communication|noun.group|noun.time
disturbance,N,POLYSEME_CAND,1,0,7,1,noun.act|noun.event|noun.state
impute,V,POLYSEME_CAND,1,0,2,1,verb.cognition
audit,V,POLYSEME_CAND,1,0,2,2,verb.cognition
uncork,V,POLYSEME_CAND,1,0,2,2,verb.contact
accent,N,POLYSEME_CAND,0,1,5,1,noun.communication|noun.state
estimate,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.cognition|noun.communication
gold,N,POLYSEME_CAND,1,0,5,1,noun.attribute|noun.possession|noun.substance
lightning,N,POLYSEME_CAND,1,0,2,1,noun.event|noun.phenomenon
saving,N,POLYSEME_CAND,1,0,3,1,noun.act
outfitter,N,POLYSEME_CAND,0,1,2,1,noun.artifact|noun.person
altitude,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.relation|noun.shape
rain,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.phenomenon|noun.substance
blowout,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.event
judge,N,POLYSEME_CAND,1,0,2,1,noun.person
gratification,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.state
etiolation,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.attribute
stiff,N,POLYSEME_CAND,1,0,2,1,noun.body|noun.person
wound,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.event|noun.feeling|noun.state
slack,N,POLYSEME_CAND,0,1,6,1,noun.artifact|noun.attribute|noun.object|noun.process|noun.substance
delivery,N,POLYSEME_CAND,0,1,7,1,noun.act|noun.communication|noun.event
underestimate,V,POLYSEME_CAND,1,0,3,3,verb.cognition
devotion,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.feeling
dullness,N,POLYSEME_CAND,1,0,5,1,noun.attribute|noun.cognition
shag,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.artifact|noun.object|noun.substance
enormity,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.attribute
certainty,N,POLYSEME_CAND,0,1,2,1,noun.attribute|noun.cognition
gift,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.cognition|noun.possession
choice,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.cognition
label,N,POLYSEME_CAND,1,0,4,1,noun.communication|noun.substance
miracle,N,POLYSEME_CAND,1,0,2,1,noun.event
overkill,N,POLYSEME_CAND,1,0,2,1,noun.act|noun.attribute
industry,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.attribute|noun.group
constriction,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.cognition|noun.event|noun.shape
wealth,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.possession|noun.state
dog,N,POLYSEME_CAND,0,1,7,1,noun.animal|noun.artifact|noun.food|noun.person
estate,N,POLYSEME_CAND,1,0,3,1,noun.group|noun.possession
sublime,V,POLYSEME_CAND,1,0,2,2,verb.change
dogma,N,POLYSEME_CAND,1,0,2,1,noun.cognition|noun.communication
speech,N,POLYSEME_CAND,1,0,8,1,noun.cognition|noun.communication
hardship,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.event|noun.state
antagonist,N,POLYSEME_CAND,1,0,3,1,noun.artifact|noun.body|noun.person
nationality,N,POLYSEME_CAND,1,0,2,1,noun.group|noun.state
ability,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.cognition
fast,V,POLYSEME_CAND,1,0,2,2,verb.consumption
accord,N,POLYSEME_CAND,0,1,4,1,noun.attribute|noun.communication|noun.state
solution,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.cognition|noun.communication|noun.group|noun.substance
mercury,N,POLYSEME_CAND,1,0,4,1,noun.attribute|noun.object|noun.person|noun.substance
fool,N,POLYSEME_CAND,1,0,3,1,noun.person
twinkle,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.event
cardinal,N,POLYSEME_CAND,1,0,4,1,noun.animal|noun.attribute|noun.person|noun.quantity
monitor,V,POLYSEME_CAND,1,0,2,1,verb.perception
excitement,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.feeling|noun.state
survey,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication
withholding,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.possession
membership,N,POLYSEME_CAND,1,0,2,1,noun.group|noun.state
remission,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.event|noun.possession
film,N,POLYSEME_CAND,0,1,5,1,noun.artifact|noun.communication
rubric,N,POLYSEME_CAND,1,0,6,1,noun.cognition|noun.communication
vagueness,N,POLYSEME_CAND,1,0,2,1,noun.attribute
clarity,N,POLYSEME_CAND,1,0,2,1,noun.attribute
scrambler,N,POLYSEME_CAND,1,0,3,1,noun.artifact|noun.person
reticulation,N,POLYSEME_CAND,1,0,2,1,noun.artifact|noun.process
ringing,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.communication|noun.event
traffic,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.communication|noun.group
charger,N,POLYSEME_CAND,0,1,2,1,noun.animal|noun.artifact
feeder,N,POLYSEME_CAND,1,0,6,1,noun.animal|noun.artifact|noun.object|noun.person
quotation,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.communication
pace,N,POLYSEME_CAND,0,1,6,1,noun.act|noun.attribute|noun.quantity|noun.time
quibble,V,POLYSEME_CAND,1,0,2,2,verb.communication
insulate,V,POLYSEME_CAND,1,0,2,2,verb.change
peeler,N,POLYSEME_CAND,1,0,3,1,noun.artifact|noun.person
ceremony,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.event
facelift,N,POLYSEME_CAND,1,0,2,1,noun.act
humor,N,POLYSEME_CAND,1,0,6,1,noun.attribute|noun.body|noun.communication|noun.feeling
shuck,V,POLYSEME_CAND,1,0,2,2,verb.change
relationship,N,POLYSEME_CAND,0,1,4,1,noun.relation|noun.state
crash,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.event
mercy,N,POLYSEME_CAND,0,1,5,1,noun.act|noun.attribute|noun.feeling|noun.state
majority,N,POLYSEME_CAND,1,0,3,1,noun.attribute|noun.quantity|noun.time
proficiency,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.cognition
bevy,N,POLYSEME_CAND,1,0,2,1,noun.group
economy,N,POLYSEME_CAND,0,1,4,1,noun.act|noun.attribute|noun.cognition|noun.group
denial,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.communication|noun.process
ambition,N,POLYSEME_CAND,1,0,2,1,noun.attribute|noun.feeling
exercise,N,POLYSEME_CAND,1,0,5,1,noun.act|noun.event
statement,N,POLYSEME_CAND,1,0,7,1,noun.communication
readiness,N,POLYSEME_CAND,0,1,4,1,noun.attribute|noun.cognition|noun.state
surprise,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.event|noun.feeling
staple,N,POLYSEME_CAND,1,0,5,1,noun.artifact|noun.substance
mire,N,POLYSEME_CAND,1,0,3,1,noun.object|noun.state|noun.substance
bid,N,POLYSEME_CAND,1,0,4,1,noun.act|noun.communication
acknowledgment,N,POLYSEME_CAND,1,0,3,1,noun.communication|noun.state
breakfast,V,POLYSEME_CAND,1,0,2,2,verb.consumption
echo,N,POLYSEME_CAND,1,0,6,1,noun.act|noun.attribute|noun.communication|noun.person
tune,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.attribute|noun.communication
emulsion,N,POLYSEME_CAND,1,0,2,1,noun.artifact|noun.substance
doubt,V,POLYSEME_CAND,1,0,2,1,verb.cognition
consummate,V,POLYSEME_CAND,1,0,2,1,verb.creation
sentence,N,POLYSEME_CAND,1,0,3,1,noun.act|noun.communication|noun.time
throat,N,POLYSEME_CAND,1,0,4,1,noun.animal|noun.artifact|noun.body
skin,N,POLYSEME_CAND,1,0,6,1,noun.animal|noun.artifact|noun.body|noun.food|noun.state
masturbate,V,POLYSEME_CAND,1,0,2,1,verb.contact
embody,V,POLYSEME_CAND,1,0,3,3,verb.stative
mystery,N,POLYSEME_CAND,1,0,2,1,noun.cognition|noun.communication
sack,N,POLYSEME_CAND,1,0,9,1,noun.act|noun.artifact|noun.food|noun.quantity|noun.shape
shrinkage,N,POLYSEME_CAND,0,1,3,1,noun.act|noun.attribute|noun.event
clap,N,POLYSEME_CAND,0,1,3,1,noun.event|noun.state
season,N,POLYSEME_CAND,1,0,3,1,noun.time
mode,N,POLYSEME_CAND,0,1,6,1,noun.attribute|noun.cognition|noun.communication|noun.relation|noun.state
